city,avgCoveredCharges,averagePayments
ABBEVILLE,26643,7437
ALEXANDRIA,29182,7038
BASTROP,12885,6797
BATON ROUGE,16532,7191
BOGALUSA,13137,6436
BOSSIER CITY,19194,5657
COVINGTON,34888,6748
CROWLEY,6342,6330
DERIDDER,42559,8026
GONZALES,14223,7496
HAMMOND,39847,7119
HOMER,17794,6694
HOUMA,27652,6821
JENNINGS,17057,6275
KENNER,42140,7871
LAFAYETTE,21821,8049
LAKE CHARLES,30377,7510
LEESVILLE,24711,5904
MARRERO,26388,7229
METAIRIE,17992,6697
MINDEN,19924,7370
MONROE,22095,6693
MORGAN CITY,27061,7554
NEW IBERIA,29484,7066
NEW ORLEANS,33307,8157
OAKDALE,17952,8007
OPELOUSAS,15802,7656
RUSTON,25569,6837
SHREVEPORT,28188,6992
SLIDELL,37283,6618
SPRINGHILL,10652,7088
SULPHUR,18199,6004
THIBODAUX,21671,5977
VILLE PLATTE,19101,7630
WEST MONROE,27865,6470
WINNFIELD,24400,7202
ZACHARY,23880,6471
