city,avgCoveredCharges,averagePayments
ALEXANDRIA,28475,5569
BATON ROUGE,12101,5376
BOGALUSA,12678,4672
BOSSIER CITY,17611,4186
COLUMBIA,6739,4522
COVINGTON,24936,4666
CROWLEY,4191,4428
GONZALES,10278,4665
HAMMOND,32111,5503
LAFAYETTE,13053,4854
LAKE CHARLES,24357,5574
LEESVILLE,19700,4552
MARRERO,14743,5206
METAIRIE,14376,4478
MINDEN,13684,6541
MONROE,18749,4901
MORGAN CITY,21152,5616
NATCHITOCHES,10560,5015
NEW ORLEANS,24669,6663
OPELOUSAS,13253,5389
RUSTON,18881,4895
SHREVEPORT,14593,5648
SLIDELL,29723,4835
SULPHUR,15805,4205
THIBODAUX,15395,4298
VILLE PLATTE,9822,5154
WEST MONROE,24114,4671
ZACHARY,15043,4672
