city,avgCoveredCharges,averagePayments
ALEXANDRIA,50987,11082
BASTROP,22812,11599
BATON ROUGE,36211,11650
BOSSIER CITY,36748,9978
COVINGTON,64983,11028
GONZALES,29340,11594
HAMMOND,71709,11940
HOUMA,37067,10514
KENNER,65686,18240
LAFAYETTE,53767,11640
LAKE CHARLES,48985,10736
MARRERO,47583,11807
METAIRIE,31642,10452
MINDEN,46448,11991
MONROE,31175,10948
NEW IBERIA,43221,9827
NEW ORLEANS,68728,14017
OPELOUSAS,32791,12425
RUSTON,64970,11366
SHREVEPORT,44166,11376
SLIDELL,75246,10331
SULPHUR,25663,10724
THIBODAUX,40760,9592
WEST MONROE,49683,10781
ZACHARY,39309,10681
