city,avgCoveredCharges,averagePayments
ALEXANDRIA,34475,7171
BATON ROUGE,16433,7162
BOGALUSA,16443,6372
BOSSIER CITY,24139,6388
COLUMBIA,9855,6295
COVINGTON,40626,6890
CROWLEY,7521,6533
DERIDDER,26173,7169
GONZALES,18821,7280
HAMMOND,62426,7608
HOMER,13590,6960
HOUMA,35818,8965
JENA,16126,7898
JENNINGS,15070,6049
LAFAYETTE,25530,7704
LAKE CHARLES,42051,7355
LEESVILLE,41594,6563
MANSFIELD,11030,7082
MARKSVILLE,24537,7130
MARRERO,39221,7390
METAIRIE,19285,6539
MINDEN,17639,7661
MONROE,24380,7751
MORGAN CITY,30068,7711
NATCHITOCHES,12626,7004
NEW IBERIA,27259,6243
NEW ORLEANS,30802,8152
OAKDALE,19742,8408
OPELOUSAS,21535,7690
RUSTON,43473,7225
SHREVEPORT,28132,8833
SLIDELL,41027,6991
SPRINGHILL,10310,6783
SULPHUR,25489,6488
THIBODAUX,26655,6264
VILLE PLATTE,22191,7703
WEST MONROE,38309,6818
ZACHARY,24100,6682
