city,avgCoveredCharges,averagePayments
AMES,12437,3973
BETTENDORF,12311,3877
CARROLL,11751,4419
CEDAR FALLS,11022,3653
CEDAR RAPIDS,13365,4045
CLINTON,12686,4831
COUNCIL BLUFFS,16579,4229
DAVENPORT,10978,3986
DES MOINES,13566,4529
DUBUQUE,10626,3670
FORT DODGE,15468,4276
FORT MADISON,9618,4286
GRINNELL,9335,4299
IOWA CITY,12491,5053
KEOKUK,9562,4758
MARSHALLTOWN,11982,4305
MASON CITY,10847,4256
MUSCATINE,11023,5506
NEWTON,11986,4604
OTTUMWA,9506,4202
SIOUX CITY,11243,4282
SPENCER,11862,4009
SPIRIT LAKE,9886,4739
WATERLOO,12222,4253
WEST BURLINGTON,11160,4085
