city,avgCoveredCharges,averagePayments
AMES,36506,12029
BETTENDORF,29767,11769
CARROLL,31757,13341
CEDAR FALLS,36703,11011
CEDAR RAPIDS,34639,11678
CLINTON,45400,13589
COUNCIL BLUFFS,47322,13002
DAVENPORT,36592,12119
DES MOINES,38464,13272
DUBUQUE,31946,10858
FORT DODGE,35630,12538
FORT MADISON,36492,12658
GRINNELL,29322,13307
IOWA CITY,47847,16169
KEOKUK,31575,13040
MARSHALLTOWN,32734,13294
MASON CITY,35350,12817
MUSCATINE,44706,16342
NEWTON,33427,14623
OTTUMWA,34668,12260
SIOUX CITY,43470,12754
SPENCER,39648,11904
SPIRIT LAKE,35917,14039
WATERLOO,30576,12466
WEST BURLINGTON,34406,12102
