city,avgCoveredCharges,averagePayments
AMES,11669,3837
BETTENDORF,9823,3626
CEDAR RAPIDS,12367,3791
CLINTON,11550,4433
COUNCIL BLUFFS,15954,4276
DAVENPORT,11223,3824
DES MOINES,13586,4495
DUBUQUE,11375,3509
FORT DODGE,12205,4006
FORT MADISON,9022,4087
GRINNELL,8392,4256
IOWA CITY,14750,4920
KEOKUK,9987,4232
MARSHALLTOWN,12049,4157
MASON CITY,13744,4251
MUSCATINE,13379,5327
NEWTON,8651,4368
OTTUMWA,9300,4237
SIOUX CITY,10279,4069
SPENCER,10158,3868
SPIRIT LAKE,7656,4576
WATERLOO,8392,4011
WEST BURLINGTON,12689,3947
