city,avgCoveredCharges,averagePayments
ALABASTER,26020,4663
ALEXANDER CITY,5776,4778
ANDALUSIA,12083,4512
ANNISTON,21758,4677
ATHENS,13191,4890
BAY MINETTE,9843,5112
BESSEMER,18559,4617
BIRMINGHAM,23759,5518
BOAZ,11822,4937
BREWTON,9607,4636
CARROLLTON,9918,7080
CENTRE,14202,5676
CULLMAN,15164,4528
DADEVILLE,4547,5188
DECATUR,14986,5052
DEMOPOLIS,7415,4347
DOTHAN,25689,4733
ELBA,4977,5259
ENTERPRISE,22046,4329
EUFAULA,15125,4908
EUTAW,4156,5910
EVERGREEN,4909,4491
FAIRHOPE,11635,5384
FAYETTE,13336,4861
FLORENCE,17293,4460
FOLEY,25312,4343
FORT PAYNE,13024,4242
GADSDEN,34284,4392
GENEVA,8626,4686
GEORGIANA,6238,4875
GREENVILLE,26764,5345
GROVE HILL,5890,4380
GUNTERSVILLE,12740,4525
HALEYVILLE,11682,4751
HAMILTON,11718,4670
HARTSELLE,47960,4503
HUNTSVILLE,25472,4834
JASPER,19880,5087
LUVERNE,29986,8595
MOBILE,13142,4978
MONROEVILLE,8729,4745
MONTGOMERY,17457,5416
MUSCLE SHOALS,15692,4331
NORTHPORT,16158,5702
ONEONTA,12909,5143
OPELIKA,7976,4811
OPP,9488,4597
OZARK,7075,4849
PRATTVILLE,17776,4235
RUSSELLVILLE,10393,4656
SCOTTSBORO,9179,4834
SELMA,15043,5994
SHEFFIELD,10892,4606
SYLACAUGA,15512,4755
TALLADEGA,12058,5828
TALLASSEE,7974,5069
TROY,13881,5160
TUSCALOOSA,17338,5103
WINFIELD,15120,4419
