city,avgCoveredCharges,averagePayments
ALABASTER,19038,5380
ALEXANDER CITY,4877,4393
ANNISTON,17405,4240
BESSEMER,19199,5359
BIRMINGHAM,27574,5020
BOAZ,9719,4864
CULLMAN,11410,4483
DECATUR,15178,4594
DEMOPOLIS,7414,4309
DOTHAN,23919,4524
FAIRHOPE,20214,3976
FLORENCE,17022,4435
FOLEY,29684,4308
FORT PAYNE,13486,4222
GADSDEN,38760,4255
GREENVILLE,15849,4970
HUNTSVILLE,30411,4860
JASPER,15361,4632
MOBILE,14433,4470
MONTGOMERY,16545,5250
OPELIKA,6842,4629
SCOTTSBORO,9580,4837
SELMA,16237,5718
SHEFFIELD,10416,4556
SYLACAUGA,18176,4948
TALLADEGA,15216,5360
TUSCALOOSA,17854,5033
VALLEY,6871,4919
