city,avgCoveredCharges,averagePayments
BLUE SPRINGS,26440,5925
BOLIVAR,15222,6721
BRANSON,16447,5556
BRIDGETON,22569,6223
CAMERON,15947,6312
CAPE GIRARDEAU,30377,6025
CHESTERFIELD,15963,5856
CLINTON,17636,6495
COLUMBIA,18942,6305
CREVE COEUR,14648,5486
CRYSTAL CITY,13700,5609
FARMINGTON,16932,5919
FENTON,23103,5445
HANNIBAL,10883,6699
HOUSTON,8845,6186
INDEPENDENCE,33341,6014
JEFFERSON CITY,19404,5904
JOPLIN,21577,5996
KANSAS CITY,27733,7121
KENNETT,24962,5407
KIRKSVILLE,26725,7854
LAKE SAINT LOUI,22252,5685
LEES SUMMIT,33043,5901
LIBERTY,18167,5572
MARSHALL,10811,5617
MEXICO,11128,6247
NORTH KANSAS CI,23230,5588
O FALLON,9353,5265
OSAGE BEACH,23222,7147
POPLAR BLUFF,35648,6613
RICHMOND HEIGHT,23935,8124
ROLLA,27836,7456
SAINT CHARLES,25415,6042
SAINT JOSEPH,16940,7898
SAINT LOUIS,23954,6698
SAINT PETERS,16280,5392
SEDALIA,14036,5633
SIKESTON,28618,6677
SPRINGFIELD,18758,6104
SULLIVAN,13398,6553
TOWN AND COUNTR,14511,5435
WASHINGTON,25199,5554
WEST PLAINS,13032,6259
