city,avgCoveredCharges,averagePayments
BELTON,30411,5470
BLUE SPRINGS,34150,6410
BOLIVAR,14674,6593
BRANSON,19253,5533
BRIDGETON,21318,6122
CAMERON,12778,6634
CAPE GIRARDEAU,27088,5953
CHESTERFIELD,19527,5567
COLUMBIA,21090,6307
CREVE COEUR,11464,5517
CRYSTAL CITY,10656,5379
FARMINGTON,14419,5695
FENTON,17456,5276
HANNIBAL,17590,6726
INDEPENDENCE,35701,6064
JEFFERSON CITY,18675,5862
JOPLIN,21414,5959
KANSAS CITY,29241,7311
KENNETT,26243,5049
KIRKSVILLE,23697,7500
LAKE SAINT LOUI,19508,5862
LEES SUMMIT,32686,5627
LIBERTY,17847,5793
MARSHALL,9094,5964
MEXICO,13048,5698
MOBERLY,28175,6748
NORTH KANSAS CI,20778,5488
O FALLON,9218,5505
OSAGE BEACH,26342,7736
POPLAR BLUFF,28526,6706
RICHMOND HEIGHT,19758,7763
ROLLA,21420,7343
SAINT CHARLES,20361,5925
SAINT JOSEPH,19459,8493
SAINT LOUIS,22785,6618
SAINT PETERS,15137,6174
SEDALIA,15374,5450
SIKESTON,27983,6732
SPRINGFIELD,18606,6072
SULLIVAN,11511,6169
TOWN AND COUNTR,18149,5746
WASHINGTON,19527,5332
WEST PLAINS,11816,6214
