city,avgCoveredCharges,averagePayments
BLUE SPRINGS,30722,7119
BRIDGETON,26598,7561
CAPE GIRARDEAU,29739,7180
CHESTERFIELD,22036,7333
COLUMBIA,21250,6212
CRYSTAL CITY,12792,6979
FARMINGTON,12006,6371
FENTON,22481,6750
INDEPENDENCE,37106,7222
JEFFERSON CITY,14102,8005
JOPLIN,20489,6962
KANSAS CITY,41730,8370
LEES SUMMIT,33922,6609
LIBERTY,18078,6934
NORTH KANSAS CI,25215,6946
OSAGE BEACH,27677,8954
POPLAR BLUFF,34238,8438
RICHMOND HEIGHT,26687,9596
ROLLA,24410,9024
SAINT JOSEPH,26338,9287
SAINT LOUIS,25149,8358
SPRINGFIELD,26180,7727
TOWN AND COUNTR,16235,6825
