city,avgCoveredCharges,averagePayments
BLUE SPRINGS,27369,6686
BOLIVAR,21138,7110
BRANSON,25139,6353
BRIDGETON,27803,6739
CAPE GIRARDEAU,37557,7516
CHESTERFIELD,21105,6432
COLUMBIA,23249,6886
CRYSTAL CITY,19790,5997
FENTON,24816,5908
HANNIBAL,32925,7172
INDEPENDENCE,45162,6797
JEFFERSON CITY,23966,6431
JOPLIN,23568,6446
KANSAS CITY,31600,8094
LAKE SAINT LOUI,28484,5907
LEES SUMMIT,38261,6191
LIBERTY,24959,6002
MEXICO,16740,6486
MOBERLY,50496,7788
NORTH KANSAS CI,27433,6094
OSAGE BEACH,30080,7576
POPLAR BLUFF,46568,7357
RICHMOND HEIGHT,27544,8435
ROLLA,33158,7746
SAINT CHARLES,27524,6489
SAINT JOSEPH,20712,8460
SAINT LOUIS,30508,7313
SAINT PETERS,20493,6440
SEDALIA,26489,6044
SPRINGFIELD,25828,6456
TOWN AND COUNTR,21092,6006
WASHINGTON,29372,6240
WEST PLAINS,22645,6640
