city,avgCoveredCharges,averagePayments
ALBANY,66240,19722
ATHENS,62808,19510
ATLANTA,62321,20704
AUGUSTA,80451,24890
AUSTELL,65366,20126
BRUNSWICK,51703,22280
CARTERSVILLE,114044,18129
COLUMBUS,33564,18897
CONYERS,53984,19630
CUMMING,105592,17963
DALTON,74286,19437
DECATUR,57484,21508
FAYETTEVILLE,60247,20007
GAINESVILLE,63228,19491
GRIFFIN,89097,18708
LAGRANGE,36761,17864
LAWRENCEVILLE,59316,20511
MACON,66216,19485
MARIETTA,94985,32578
NEWNAN,57853,17778
RIVERDALE,55510,20226
ROME,73899,19239
SAVANNAH,89366,20732
STOCKBRIDGE,64396,18070
THOMASVILLE,67671,23358
TIFTON,55914,17913
VALDOSTA,55116,20512
WAYCROSS,36159,16464
