city,avgCoveredCharges,averagePayments
ALBANY,49702,13189
ATHENS,47706,11425
ATLANTA,41664,11319
AUGUSTA,41080,10925
AUSTELL,45159,11636
CARROLLTON,44366,13627
COLUMBUS,45209,9615
CUMMING,73909,10106
GAINESVILLE,56555,11723
JOHNS CREEK,53219,10724
LAWRENCEVILLE,39017,11431
MACON,51424,11529
MARIETTA,52992,10976
RIVERDALE,49926,12003
ROME,51891,11620
SAVANNAH,40110,10929
STOCKBRIDGE,56145,10912
THOMASVILLE,50161,11721
TIFTON,46398,10534
VALDOSTA,44529,10494
WARNER ROBINS,43719,10564
WAYCROSS,38514,10032
