city,avgCoveredCharges,averagePayments
ATLANTIS,120153,19233
AVENTURA,143854,31337
BOCA RATON,63467,17184
BOYNTON BEACH,93085,19705
BRADENTON,103941,15825
BRANDON,105800,18189
BROOKSVILLE,131194,15658
CAPE CORAL,61524,15770
CLEARWATER,73763,17769
CLERMONT,74308,16373
CORAL GABLES,122578,20688
CRESTVIEW,107200,16685
CRYSTAL RIVER,122889,17119
DAVENPORT,102043,17549
DAYTONA BEACH,73642,18120
DELRAY BEACH,100402,17157
FORT LAUDERDALE,93518,21265
FORT MYERS,84883,22206
FORT PIERCE,126183,20088
FORT WALTON BEA,152743,18693
GAINESVILLE,105012,23762
HIALEAH,92103,23714
HOLLYWOOD,110661,22851
HUDSON,114888,15670
JACKSONVILLE,82561,20692
JUPITER,105928,20834
KISSIMMEE,78447,18786
LAKELAND,83973,17670
LARGO,126369,18277
LEESBURG,58223,16592
LOXAHATCHEE,133118,21887
MARGATE,112631,18687
MELBOURNE,83890,17215
MIAMI,111376,27983
MIAMI BEACH,136804,24525
NAPLES,77363,17989
OCALA,88086,17192
ORANGE CITY,77865,19387
ORANGE PARK,90992,17274
ORLANDO,86493,20451
PALM BEACH GARD,129271,19316
PANAMA CITY,77306,17324
PEMBROKE PINES,93736,20485
PENSACOLA,78394,17878
PLANTATION,103370,20718
POMPANO BEACH,58759,18538
PORT CHARLOTTE,118634,18008
PORT SAINT LUCI,112042,18455
ROCKLEDGE,59731,18058
SAFETY HARBOR,68958,15847
SAINT AUGUSTINE,71933,19130
SAINT PETERSBUR,89910,18712
SARASOTA,141500,19300
SEBRING,73365,16928
SOUTH MIAMI,106874,20507
STUART,88024,17584
SUN CITY CENTER,100715,15656
TALLAHASSEE,78647,19987
TAMPA,96108,21542
TAVARES,64918,18173
THE VILLAGES,62521,16771
TITUSVILLE,61863,19728
TRINITY,110746,16233
VENICE,148040,21185
VERO BEACH,55948,17572
WELLINGTON,59579,20106
WEST PALM BEACH,81720,20541
WESTON,69751,17536
WINTER HAVEN,96068,17961
ZEPHYRHILLS,97153,16798
