city,avgCoveredCharges,averagePayments
ATLANTIS,40479,5681
AVENTURA,31639,5358
BOCA RATON,27180,4917
BRADENTON,28795,4914
BRANDON,36414,5323
BROOKSVILLE,42160,4843
CAPE CORAL,22647,4561
CLEARWATER,25953,5819
CRYSTAL RIVER,21050,4709
DAVENPORT,33457,5340
DAYTONA BEACH,20652,5574
FORT LAUDERDALE,28019,4924
FORT MYERS,19624,5123
FORT PIERCE,56563,5790
FORT WALTON BEA,45447,5017
GAINESVILLE,36280,8332
HOLLYWOOD,37696,6787
HUDSON,38972,4532
INVERNESS,15657,4524
JACKSONVILLE,29301,5691
KISSIMMEE,41338,6056
LAKE CITY,29708,4862
LAKELAND,25168,5024
LARGO,33988,4962
LEESBURG,18997,4767
MELBOURNE,30735,4719
MIAMI,34222,7376
MILTON,17477,5369
NAPLES,24401,5368
OCALA,26418,4547
OCOEE,24297,5301
ORANGE PARK,39454,5012
ORLANDO,28564,5889
PANAMA CITY,29816,5074
PEMBROKE PINES,38941,5555
PENSACOLA,26928,4956
PLANT CITY,21085,5034
PLANTATION,46059,6840
PORT CHARLOTTE,21220,5986
PORT SAINT LUCI,54587,5217
PUNTA GORDA,26628,4581
ROCKLEDGE,15564,4841
SAFETY HARBOR,20186,4534
SAINT AUGUSTINE,24354,5502
SAINT PETERSBUR,51004,5299
SANFORD,28524,4935
SARASOTA,19430,4803
SEBRING,24120,4956
STUART,34609,5056
TALLAHASSEE,30980,6635
TAMPA,34079,6033
TAVARES,31975,4757
THE VILLAGES,19211,4554
TITUSVILLE,20653,5107
TRINITY,33864,4791
VENICE,19908,4579
VERO BEACH,12251,4971
WINTER HAVEN,30350,4911
ZEPHYRHILLS,32010,4995
