city,avgCoveredCharges,averagePayments
ATLANTIS,23500,4212
AVENTURA,32934,4360
BOCA RATON,16146,3656
BOYNTON BEACH,20712,4285
BRADENTON,21660,3732
BRANDON,26443,3949
CAPE CORAL,12686,4279
CLEARWATER,22030,3689
CRESTVIEW,34131,3694
DAVENPORT,26240,3875
DAYTONA BEACH,12368,4061
DELRAY BEACH,25880,3647
FORT LAUDERDALE,18367,3769
FORT MYERS,14910,3772
FORT PIERCE,22454,4441
FORT WALTON BEA,34462,3589
GAINESVILLE,22743,5188
HIALEAH,35725,5399
HOLLYWOOD,20961,4559
HUDSON,28593,3469
INVERNESS,20012,3462
JACKSONVILLE,20897,4487
JACKSONVILLE BE,18398,3344
KISSIMMEE,29732,4124
LAKE CITY,21988,4437
LAKELAND,18431,3758
LARGO,31670,3947
LEESBURG,14239,3589
MARGATE,23929,3927
MELBOURNE,19913,4381
MIAMI,24926,5899
MIAMI BEACH,32304,5304
MILTON,17124,3798
NAPLES,15127,3962
OCALA,21035,3665
ORANGE CITY,13414,3639
ORANGE PARK,32490,4060
ORLANDO,18753,4603
PANAMA CITY,19042,3943
PEMBROKE PINES,25640,4201
PENSACOLA,16587,3699
PLANTATION,36121,4730
PORT CHARLOTTE,26536,3381
PORT SAINT LUCI,24875,4777
ROCKLEDGE,14953,3705
SAFETY HARBOR,17689,3399
SAINT AUGUSTINE,21595,4211
SAINT PETERSBUR,17005,3987
SANFORD,17619,3777
SARASOTA,13734,3633
SEBASTIAN,27721,3745
STUART,23206,3869
TAMPA,20845,4480
TAVARES,17273,4209
THE VILLAGES,14314,3486
VERO BEACH,6808,3797
WINTER HAVEN,20100,3759
ZEPHYRHILLS,21285,3508
