city,avgCoveredCharges,averagePayments
APPLETON,7101,3830
BARABOO,13414,4638
BEAVER DAM,13001,4091
BELOIT,23588,4082
BROOKFIELD,15669,3885
BURLINGTON,18366,7009
EAU CLAIRE,11353,4615
ELKHORN,14749,4301
FOND DU LAC,14490,3971
GREEN BAY,10870,3818
JANESVILLE,15986,4198
KENOSHA,16239,4504
LA CROSSE,15563,5263
MADISON,16028,5631
MARINETTE,11789,4114
MARSHFIELD,15538,5514
MAUSTON,11961,4619
MENOMONEE FALLS,13059,3885
MEQUON,12720,3708
MILWAUKEE,15907,5465
MONROE,16544,4063
NEENAH,10371,3851
OCONOMOWOC,14338,3882
PORTAGE,11766,4734
RACINE,13798,4482
WAUKESHA,13626,4130
WAUSAU,13291,4512
WEST ALLIS,17708,4085
WEST BEND,11461,4489
