city,avgCoveredCharges,averagePayments
APPLETON,5540,3394
BEAVER DAM,12613,3511
BELOIT,16197,3394
BROOKFIELD,11003,3201
BURLINGTON,9958,3540
EAU CLAIRE,10180,3656
ELKHORN,14470,3591
FORT ATKINSON,11280,3393
GRAFTON,11966,3240
GREEN BAY,10280,3318
HARTFORD,12238,3202
JANESVILLE,9308,3545
KENOSHA,11916,3525
LA CROSSE,10182,3953
MADISON,11507,4633
MANITOWOC,10441,4718
MARINETTE,12839,3583
MARSHFIELD,9327,4050
MAUSTON,15860,3828
MENOMONEE FALLS,9482,3231
MEQUON,11495,3231
MILWAUKEE,12369,4432
MONROE,11596,3533
PORTAGE,11860,4022
RACINE,11396,4036
RICE LAKE,5098,3560
SHEBOYGAN,13992,3039
TWO RIVERS,9575,3967
WAUKESHA,11938,3759
WAUSAU,10517,3540
WEST ALLIS,17457,3568
WEST BEND,11724,3214
WESTON,7069,3750
WISCONSIN RAPID,9451,3732
