city,avgCoveredCharges,averagePayments
APPLETON,9258,5228
BARABOO,15188,5313
BEAVER DAM,14828,4651
BELOIT,25632,4903
BROOKFIELD,11730,4655
BURLINGTON,16580,4677
CHIPPEWA FALLS,11315,6047
EAU CLAIRE,15445,5078
ELKHORN,13700,5150
FOND DU LAC,17770,5050
FORT ATKINSON,12808,4857
FRANKLIN,14490,4444
GRAFTON,17571,4682
GREEN BAY,11273,4831
HARTFORD,17746,4716
JANESVILLE,15362,5368
KENOSHA,15731,5128
LA CROSSE,13673,5771
MADISON,16053,6910
MANITOWOC,13574,4699
MARINETTE,14873,4906
MARSHFIELD,14246,6288
MAUSTON,16101,5637
MENOMONEE FALLS,14195,4865
MEQUON,14823,4556
MILWAUKEE,16802,6455
MONROE,14781,5284
NEENAH,9044,4704
OCONOMOWOC,13851,4556
OSHKOSH,10904,5031
PRAIRIE DU SAC,12510,5679
RACINE,13275,6158
RHINELANDER,15230,5393
RICE LAKE,11247,4790
SHEBOYGAN,12263,4495
STEVENS POINT,9887,4823
SUMMIT,11437,4380
TWO RIVERS,11768,5745
WATERTOWN,7826,5539
WAUKESHA,14459,5219
WAUSAU,11384,5120
WEST ALLIS,21919,5175
WEST BEND,14389,4720
WESTON,10590,4689
WISCONSIN RAPID,12001,5502
WOODRUFF,11855,5933
