city,avgCoveredCharges,averagePayments
ARLINGTON HEIGH,40421,10419
AURORA,62564,10713
BARRINGTON,47804,12595
BELLEVILLE,29741,9044
BERWYN,42093,12166
BLOOMINGTON,26998,10271
CHICAGO,52640,13700
DECATUR,48771,11075
DIXON,46237,9901
DOWNERS GROVE,96926,14520
ELGIN,58659,15968
ELK GROVE VILLA,56777,9488
EVANSTON,37623,12546
HAZEL CREST,44847,11822
HOFFMAN ESTATES,63402,10001
JOLIET,61491,10158
KANKAKEE,73055,13458
MARION,79472,9154
MAYWOOD,34130,16069
MCHENRY,35601,9400
MOUNT VERNON,30486,9013
NAPERVILLE,43518,12626
NEW LENOX,45108,9940
OAK LAWN,47980,13999
OLYMPIA FIELDS,44322,11458
PALOS HEIGHTS,57070,29403
PARK RIDGE,32580,11987
PEORIA,56071,11757
QUINCY,30419,10181
ROCK ISLAND,41285,9804
ROCKFORD,49840,11173
SPRINGFIELD,40509,10319
URBANA,55825,16915
WAUKEGAN,80057,11102
WINFIELD,61817,9504
