city,avgCoveredCharges,averagePayments
ALTON,43468,10633
ARLINGTON HEIGH,47157,12515
AURORA,79041,13593
BARRINGTON,41290,14309
BELLEVILLE,42672,11828
BERWYN,45569,15484
BLUE ISLAND,37574,13907
BOLINGBROOK,49837,13055
CARBONDALE,33354,12477
CENTRALIA,21299,11916
CHICAGO,56368,16773
DANVILLE,68902,12541
DECATUR,35438,11840
DEKALB,59456,13607
DIXON,48927,12735
DOWNERS GROVE,52288,12649
EFFINGHAM,25957,10834
ELGIN,62214,12747
ELK GROVE VILLA,76012,13078
ELMHURST,64655,12658
EVANSTON,65780,15779
EVERGREEN PARK,41929,12475
FREEPORT,38287,12104
GALESBURG,63478,13351
GENEVA,65066,12202
GLENDALE HEIGHT,54288,14401
HARVEY,47783,13766
HAZEL CREST,47452,12192
HERRIN,33892,11009
HINSDALE,74512,15200
HOFFMAN ESTATES,69514,13195
JACKSONVILLE,38544,13096
JOLIET,54952,12699
KANKAKEE,56776,13312
LA GRANGE,57380,12655
LIBERTYVILLE,70276,13220
MARYVILLE,32588,10612
MATTOON,30570,11604
MAYWOOD,37168,17428
MCHENRY,35689,11452
MELROSE PARK,79559,11886
MOUNT VERNON,22415,10144
NAPERVILLE,43773,11203
NEW LENOX,50349,12707
NORMAL,31156,12785
OAK LAWN,50161,15559
OLNEY,38649,12033
OLYMPIA FIELDS,53189,15456
PALOS HEIGHTS,52334,11993
PARK RIDGE,50166,17571
PEORIA,53127,13748
QUINCY,35393,13172
ROCK ISLAND,27645,11320
ROCKFORD,49031,12602
SILVIS,26255,11218
SKOKIE,43607,13957
SPRING VALLEY,25905,11182
SPRINGFIELD,47587,14527
STREATOR,37350,12687
URBANA,48106,12524
WAUKEGAN,93221,14215
WINFIELD,66822,13425
WOODSTOCK,44042,12416
