city,avgCoveredCharges,averagePayments
ANDERSON,31027,10964
BLOOMINGTON,53389,12486
CARMEL,43235,10210
CLARKSVILLE,50988,9258
COLUMBUS,43261,10822
CROWN POINT,48537,10607
DYER,59737,12528
EAST CHICAGO,35332,13826
ELKHART,42979,16681
EVANSVILLE,51326,9937
FORT WAYNE,57105,11129
GARY,52031,12142
HAMMOND,52266,13489
HOBART,43914,10664
INDIANAPOLIS,52954,11644
JASPER,25845,9503
JEFFERSONVILLE,36600,10286
LA PORTE,54981,13768
LAFAYETTE,57935,10688
LEBANON,45713,14399
MICHIGAN CITY,42760,10465
MISHAWAKA,47321,11371
MUNCIE,57941,11445
MUNSTER,33165,11039
NEW ALBANY,36295,9668
NEWBURGH,43094,9686
NOBLESVILLE,48224,10043
RICHMOND,31791,12847
SOUTH BEND,48423,12075
TERRE HAUTE,50569,10595
VALPARAISO,65034,10569
