city,avgCoveredCharges,averagePayments
ANDERSON,17045,6069
AVON,22002,6329
BLOOMINGTON,23390,7747
COLUMBUS,24399,8285
CROWN POINT,18441,6871
DANVILLE,18048,6412
ELKHART,22515,7661
EVANSVILLE,26094,6530
FORT WAYNE,27616,7115
GARY,23054,8236
GOSHEN,24350,6767
HAMMOND,28130,7975
INDIANAPOLIS,25780,8722
JASPER,10689,5770
JEFFERSONVILLE,19805,6588
LA PORTE,34401,7828
LAFAYETTE,24185,7151
MADISON,14832,5050
MARION,12786,6630
MICHIGAN CITY,21114,7498
MISHAWAKA,24209,7791
MUNCIE,32920,7884
MUNSTER,30040,7105
NEW ALBANY,25807,6495
NEWBURGH,23681,6471
NOBLESVILLE,21100,6654
RICHMOND,20854,7983
SOUTH BEND,29419,8407
TERRE HAUTE,26863,6935
VALPARAISO,24282,6790
WARSAW,22710,5559
