city,avgCoveredCharges,averagePayments
ANDERSON,25938,7386
AVON,27126,8395
BEECH GROVE,17927,7013
BLOOMINGTON,28107,8180
COLUMBUS,13331,7442
CROWN POINT,15107,7162
DANVILLE,13476,6793
DYER,28052,7682
ELKHART,16635,7133
EVANSVILLE,23236,6935
FORT WAYNE,34983,8350
GREENFIELD,14234,6476
HOBART,17198,7589
INDIANAPOLIS,25162,8725
JEFFERSONVILLE,19149,6984
KOKOMO,14624,6018
LA PORTE,28553,6801
LAFAYETTE,24393,8333
MICHIGAN CITY,25957,7628
MISHAWAKA,23534,8146
MUNCIE,35187,8741
MUNSTER,18562,7599
NEW ALBANY,19787,6928
RICHMOND,14327,8261
SHELBYVILLE,17325,7427
SOUTH BEND,22865,8383
TERRE HAUTE,23049,7345
VALPARAISO,21721,6820
