city,avgCoveredCharges,averagePayments
ANDERSON,23019,7299
AVON,37952,8860
BEECH GROVE,24488,6723
BLOOMINGTON,30426,8249
COLUMBUS,13054,6528
CROWN POINT,21259,6448
DYER,27254,6836
EAST CHICAGO,19232,7689
ELKHART,37698,9077
EVANSVILLE,20264,6243
FORT WAYNE,22314,7080
GARY,19118,7779
HAMMOND,18206,7826
HOBART,18460,6729
INDIANAPOLIS,23251,8142
JEFFERSONVILLE,12671,6358
KOKOMO,16784,5829
LA PORTE,26258,6193
LAFAYETTE,26172,7179
MICHIGAN CITY,20200,6877
MISHAWAKA,18161,7444
MUNCIE,29114,8112
MUNSTER,23343,7163
NEW ALBANY,16426,6072
RICHMOND,13666,7392
SOUTH BEND,42242,10302
TERRE HAUTE,26731,6635
VALPARAISO,23088,6726
VINCENNES,14597,5880
