city,avgCoveredCharges,averagePayments
ANDERSON,46620,12647
AVON,60808,14389
BEECH GROVE,42387,13055
BLOOMINGTON,57777,14230
BLUFFTON,68159,15624
CARMEL,55293,14953
COLUMBUS,30234,13057
CRAWFORDSVILLE,62145,12446
CROWN POINT,49730,20020
DANVILLE,38147,12132
DYER,36918,12830
EAST CHICAGO,41378,13179
ELKHART,51844,13743
EVANSVILLE,42464,11859
FORT WAYNE,57495,13937
FRANKLIN,48366,12169
FT WAYNE,52022,11694
GARY,60929,14354
GOSHEN,47786,13177
GREENFIELD,26994,11912
HAMMOND,36474,14299
HOBART,35395,12732
HUNTINGTON,60865,16892
INDIANAPOLIS,48794,14640
JASPER,26750,11155
JEFFERSONVILLE,34832,12304
KENDALLVILLE,51047,16167
KOKOMO,40509,12087
LA PORTE,64728,12531
LAFAYETTE,62042,14402
LAWRENCEBURG,35338,12718
LEBANON,48506,13828
LOGANSPORT,72841,18307
MADISON,48150,14399
MARION,49558,13538
MICHIGAN CITY,40604,12798
MISHAWAKA,52197,13275
MOORESVILLE,39147,12096
MUNCIE,56046,14670
MUNSTER,39381,15117
NEW ALBANY,34875,11229
NEW CASTLE,37316,14322
NOBLESVILLE,43400,12173
PLYMOUTH,43808,13275
RICHMOND,31958,13894
SEYMOUR,41900,12770
SHELBYVILLE,41912,13680
SOUTH BEND,51062,13737
TERRE HAUTE,63619,12789
VALPARAISO,78758,13131
VINCENNES,32881,11787
WARSAW,61550,12592
WASHINGTON,31994,12570
