city,avgCoveredCharges,averagePayments
BAKERSFIELD,50243,7605
BERKELEY,55077,10658
BURBANK,121504,8046
BURLINGAME,56840,8785
CARMICHAEL,74433,10552
CASTRO VALLEY,50714,8961
CHICO,47181,6798
COVINA,38072,8786
ENCINITAS,69986,6420
ESCONDIDO,46814,6964
FREMONT,101693,9732
FRESNO,40073,7503
FULLERTON,36534,6560
GLENDALE,72480,9546
IRVINE,37385,6853
LA JOLLA,55174,7194
LA MESA,40976,7950
LANCASTER,56808,8232
LOMA LINDA,43152,10944
LONG BEACH,47956,8270
LOS ANGELES,71746,10122
MARINA DEL REY,62330,7395
MISSION VIEJO,38410,6598
MODESTO,39154,7448
MONTEREY,51164,9958
MONTEREY PARK,105802,10799
MOUNTAIN VIEW,64045,8495
MURRIETA,22483,7051
NEWPORT BEACH,37398,7318
OCEANSIDE,35607,7337
ORANGE,36595,9068
OXNARD,94233,7953
PALMDALE,75662,8897
PASADENA,41221,7629
PLACERVILLE,68378,7353
PLEASANTON,60028,8309
RANCHO MIRAGE,72192,6273
REDDING,42629,7560
ROSEVILLE,51300,7477
SACRAMENTO,79355,10512
SALINAS,40509,9646
SAN BERNARDINO,42425,8201
SAN DIEGO,53032,8778
SAN FRANCISCO,70371,11916
SAN JOSE,86760,9101
SAN LUIS OBISPO,53528,7421
SAN RAMON,57327,8126
SANTA BARBARA,22212,7392
SANTA CRUZ,57771,9010
SANTA MARIA,68598,7786
SANTA MONICA,34350,7653
SANTA ROSA,136599,8932
STANFORD,87504,12931
STOCKTON,55984,8055
TEMPLETON,46865,6892
THOUSAND OAKS,45873,9085
TORRANCE,43590,7080
UPLAND,32153,6899
VAN NUYS,30925,9755
VENTURA,52329,6747
VISALIA,30603,7650
WALNUT CREEK,105035,8667
WHITTIER,72311,7204
