city,avgCoveredCharges,averagePayments
ALTUS,11482,4751
ARDMORE,18769,5097
BARTLESVILLE,11270,4571
BLACKWELL,13112,5580
BROKEN ARROW,12628,3978
CHICKASHA,10072,5477
CUSHING,13325,5233
DUNCAN,11729,4527
DURANT,29029,5172
ELK CITY,15603,4295
ENID,26720,5237
GROVE,12032,4380
HUGO,6116,4911
IDABEL,8396,4893
LAWTON,17937,5472
MCALESTER,11438,4748
MIAMI,13674,4493
MIDWEST CITY,30863,4698
MUSKOGEE,13793,6682
NORMAN,19074,4646
OKLAHOMA CITY,21095,5684
OWASSO,8462,4441
PONCA CITY,17218,4611
POTEAU,12533,4834
PRYOR,10569,5539
PURCELL,4354,5030
SHATTUCK,8790,5578
SHAWNEE,7953,4977
STILLWATER,14108,4692
STILWELL,4844,4928
TAHLEQUAH,11376,5553
TALIHINA,10549,7753
TULSA,18431,5678
VINITA,7436,5007
WAGONER,6736,6355
WILBURTON,4338,5025
