city,avgCoveredCharges,averagePayments
AIKEN,31846,8006
ANDERSON,35853,7832
BAMBERG,12594,9740
BEAUFORT,17939,7876
CAMDEN,22217,6854
CHARLESTON,27505,8330
COLUMBIA,36098,10030
CONWAY,29974,8260
EASLEY,28187,7039
FLORENCE,37149,7454
GAFFNEY,30269,6807
GEORGETOWN,20567,7983
GREENVILLE,29198,7938
GREENWOOD,32623,11241
HARTSVILLE,34357,8148
LANCASTER,50419,7257
MULLINS,17192,6624
MURRELLS INLET,23092,6190
MYRTLE BEACH,26132,6274
ORANGEBURG,26653,8192
ROCK HILL,23822,7241
SENECA,22009,6777
SPARTANBURG,32102,7880
SUMTER,19052,7499
WALTERBORO,26765,7431
WEST COLUMBIA,32715,6653
