city,avgCoveredCharges,averagePayments
AKRON,61454,15984
ALLIANCE,31181,13464
CANTON,27128,14105
CHILLICOTHE,41366,16028
CINCINNATI,60101,17692
CLEVELAND,60892,19243
COLUMBUS,55868,17904
CONCORD,39794,12700
DAYTON,82925,17211
ELYRIA,27362,13109
FAIRFIELD,56485,14186
FINDLAY,27252,12845
FRANKLIN,76933,14135
GARFIELD HEIGHT,63327,12497
HAMILTON,57149,14258
KETTERING,63162,17718
LANCASTER,46129,15096
LIMA,49929,14120
LORAIN,36999,13748
MANSFIELD,53916,14020
MARTINS FERRY,42582,13189
MAUMEE,32258,13198
MAYFIELD HEIGHT,60265,15577
MIDDLEBURG HEIG,63398,12808
PARMA,21674,12649
PORTSMOUTH,58608,16170
RAVENNA,46982,13239
SALEM,40410,13243
SANDUSKY,53702,14842
SPRINGFIELD,38472,14261
STEUBENVILLE,31377,12844
TOLEDO,78604,18721
WARREN,72042,15443
WARRENSVILLE HE,44389,15340
WESTERVILLE,49743,15175
WESTLAKE,39506,14294
YOUNGSTOWN,41298,14387
ZANESVILLE,40742,14925
