city,avgCoveredCharges,averagePayments
AKRON,26757,7579
BOARDMAN,17277,5790
CANTON,11829,6430
CHILLICOTHE,14534,6529
CINCINNATI,23367,7137
CIRCLEVILLE,12200,6946
CLEVELAND,25257,8625
COLUMBUS,23979,7863
CONCORD,24637,5594
DAYTON,38845,6931
ELYRIA,16920,5835
FAIRFIELD,25618,9248
FINDLAY,12276,5859
FRANKLIN,34265,6003
FREMONT,15536,6772
GALLIPOLIS,14964,6294
GARFIELD HEIGHT,25711,5658
KETTERING,21915,6233
LIMA,19286,6038
LORAIN,21960,6166
MANSFIELD,21026,5997
MARIETTA,20523,5571
MARION,16020,6505
MAYFIELD HEIGHT,22283,5683
MEDINA,15102,5629
MIAMISBURG,21763,5895
MIDDLEBURG HEIG,26345,5742
MOUNT VERNON,21842,6377
NEWARK,13512,6988
OREGON,33749,6615
PARMA,13857,5419
RAVENNA,23740,6117
SALEM,13459,5956
SANDUSKY,17329,6188
SPRINGFIELD,21248,6895
TOLEDO,31935,8380
TROY,26600,5835
WARREN,33286,5876
WARRENSVILLE HE,27081,6694
WESTERVILLE,11999,6600
WESTLAKE,15776,6298
WOOSTER,6107,5585
YOUNGSTOWN,21614,6438
ZANESVILLE,19845,7117
