city,avgCoveredCharges,averagePayments
AKRON,24159,6814
CANTON,11443,5960
CHILLICOTHE,18610,5969
CINCINNATI,21321,7723
CLEVELAND,21717,9083
COLUMBUS,21831,7764
CONCORD,20516,5310
DAYTON,30063,6855
EUCLID,20777,5332
KETTERING,29523,7332
LAKEWOOD,16622,5695
LANCASTER,11103,5984
LIMA,24947,6023
MANSFIELD,12646,6171
MARIETTA,13699,5357
MAYFIELD HEIGHT,22078,5392
MIDDLEBURG HEIG,33690,5453
OREGON,27042,5970
PARMA,12001,5210
PORTSMOUTH,19144,6767
RAVENNA,16690,5551
SALEM,15931,5403
SPRINGFIELD,17719,7671
STEUBENVILLE,12735,5429
TOLEDO,23554,8423
WARRENSVILLE HE,22865,6411
WESTERVILLE,13466,7373
WOOSTER,6540,5293
XENIA,18095,5669
ZANESVILLE,14428,6536
