city,avgCoveredCharges,averagePayments
ALAMOSA,45924,14963
AURORA,68331,16566
BOULDER,76264,12971
BRIGHTON,49326,15492
CANON CITY,55443,15150
COLORADO SPRING,51613,12848
DELTA,31815,12283
DENVER,67836,16558
DURANGO,47798,15162
ENGLEWOOD,57881,13682
FORT COLLINS,49640,14696
FORT MORGAN,76500,16313
FRISCO,81328,15629
GLENWOOD SPRING,51652,19933
GRAND JUNCTION,35951,13388
GREELEY,57292,15044
LA JUNTA,30894,14302
LAFAYETTE,76730,13055
LAKEWOOD,72205,13320
LITTLETON,77752,12686
LONE TREE,83564,13101
LONGMONT,53054,13525
LOUISVILLE,61606,14924
LOVELAND,51390,12707
MONTROSE,31441,13311
PARKER,78797,13162
PUEBLO,74546,13513
STEAMBOAT SPRIN,44973,23783
STERLING,46163,18065
THORNTON,78124,14498
VAIL,53480,30633
WESTMINSTER,73428,14467
WHEAT RIDGE,82156,13352
