city,avgCoveredCharges,averagePayments
ALAMOSA,13265,7029
AURORA,34617,8712
BOULDER,31079,5756
BRIGHTON,25356,6867
CANON CITY,24674,6790
COLORADO SPRING,23054,6307
DELTA,10830,5712
DENVER,31404,7661
DURANGO,19819,7670
ENGLEWOOD,34663,6291
FORT COLLINS,19707,5940
FORT MORGAN,25696,7517
GRAND JUNCTION,19180,6412
GREELEY,26803,6677
LA JUNTA,10649,6734
LAFAYETTE,26470,5738
LAKEWOOD,35775,6250
LITTLETON,45594,6066
LONE TREE,39542,6006
LONGMONT,29466,6257
LOVELAND,21661,5944
MONTROSE,12705,6100
PARKER,32591,6096
PUEBLO,26694,6234
STERLING,11988,8607
THORNTON,36990,6640
WESTMINSTER,26701,6619
WHEAT RIDGE,26111,6048
