city,avgCoveredCharges,averagePayments
ALAMOSA,13361,5722
AURORA,28360,6886
BOULDER,36813,6428
BRIGHTON,28657,5797
COLORADO SPRING,19461,5049
DELTA,13750,4956
DENVER,25358,6387
DURANGO,15729,6249
ENGLEWOOD,25185,5226
FORT COLLINS,17430,5152
GLENWOOD SPRING,21158,7127
GRAND JUNCTION,23248,5900
GREELEY,21847,5531
LA JUNTA,11300,5701
LAFAYETTE,26300,5221
LAKEWOOD,31424,5279
LITTLETON,29837,5105
LONE TREE,27095,4843
LONGMONT,21770,5127
LOVELAND,14592,4727
MONTROSE,13753,5248
PUEBLO,23582,5258
THORNTON,30262,5580
WESTMINSTER,25916,5597
WHEAT RIDGE,24712,5088
