city,avgCoveredCharges,averagePayments
ALAMOSA,16466,7813
AURORA,45270,11608
BOULDER,27635,6779
BRIGHTON,24806,7733
COLORADO SPRING,26246,7299
DELTA,20283,6794
DENVER,37674,9069
DURANGO,22955,9383
ENGLEWOOD,44264,7386
FORT COLLINS,27486,8706
GRAND JUNCTION,22981,7277
GREELEY,25200,7666
LA JUNTA,14715,7793
LAKEWOOD,36186,7264
LITTLETON,44122,6751
LONE TREE,37451,6933
LONGMONT,42584,7963
LOVELAND,28689,8035
MONTROSE,14539,7161
PARKER,43794,7549
PUEBLO,31600,7318
STERLING,26314,12843
THORNTON,42802,7501
WESTMINSTER,32119,8172
WHEAT RIDGE,34301,7078
