city,avgCoveredCharges,averagePayments
ASHEBORO,15170,7724
ASHEVILLE,14483,8159
BOONE,12750,9233
BURLINGTON,10908,7366
CARY,22777,7299
CHAPEL HILL,22950,14072
CHARLOTTE,22802,8908
CONCORD,15282,8469
DURHAM,23494,11053
FAYETTEVILLE,22979,10182
GASTONIA,18006,8028
GREENSBORO,14870,8525
GREENVILLE,26592,11185
HENDERSONVILLE,15555,7431
HIGH POINT,19757,7463
HUNTERSVILLE,20720,9387
KINSTON,17560,8177
LINCOLNTON,24038,7573
MATTHEWS,17308,7195
MONROE,13360,8167
NEW BERN,16018,8912
PINEHURST,16566,7795
RALEIGH,22297,8130
ROCKY MOUNT,19163,9139
SALISBURY,15709,7334
SANFORD,33305,7277
SHELBY,18484,7939
SMITHFIELD,33247,8730
STATESVILLE,21921,7056
TARBORO,19068,7813
WHITEVILLE,14684,7911
WILMINGTON,16894,9063
WILSON,25229,8324
WINSTON-SALEM,17688,10752
