city,avgCoveredCharges,averagePayments
ATHENS,36627,10496
BARTLETT,63935,10573
BRISTOL,31593,10012
CHATTANOOGA,42894,12033
CLARKSVILLE,52041,11269
CLEVELAND,76972,10785
COLUMBIA,25676,10430
COOKEVILLE,22586,10633
CROSSVILLE,28670,10701
DICKSON,46197,11117
DYERSBURG,84889,9911
ERWIN,14159,10203
FRANKLIN,38841,10094
GALLATIN,35897,11235
GREENEVILLE,28335,9914
HENDERSONVILLE,61739,11005
HERMITAGE,52340,11226
JACKSON,65254,11137
JEFFERSON CITY,23019,8606
JOHNSON CITY,59060,11322
KINGSPORT,46371,10324
KNOXVILLE,37416,10612
LEBANON,72007,11498
MARYVILLE,32753,9257
MEMPHIS,62030,13323
MORRISTOWN,32146,10304
MURFREESBORO,39027,10829
NASHVILLE,52717,12168
OAK RIDGE,32433,9688
PARIS,28147,9473
SEVIERVILLE,37095,11564
SPRINGFIELD,34382,11730
TULLAHOMA,47767,10464
UNION CITY,23472,9563
WINCHESTER,36617,10728
