city,avgCoveredCharges,averagePayments
BARTLETT,34643,6243
BRISTOL,15841,6269
CHATTANOOGA,27051,7052
CLARKSVILLE,28240,6722
CLEVELAND,33531,6487
COLUMBIA,12934,6527
COOKEVILLE,17431,6663
CROSSVILLE,17349,6134
DICKSON,35229,7223
DYERSBURG,40108,6072
FRANKLIN,17438,5856
GREENEVILLE,11736,6017
HERMITAGE,37412,6365
JACKSON,20704,6577
JEFFERSON CITY,18443,5683
JOHNSON CITY,26049,6988
KINGSPORT,24952,6330
KNOXVILLE,19828,6500
LAWRENCEBURG,18244,5957
LEBANON,29287,6877
MARYVILLE,23298,6019
MC MINNVILLE,23617,6877
MEMPHIS,37359,7729
MORRISTOWN,13519,6165
MURFREESBORO,24012,6698
NASHVILLE,31664,7298
OAK RIDGE,15226,5888
PARIS,14953,5433
SEVIERVILLE,14218,6299
SHELBYVILLE,25998,6306
SPRINGFIELD,17895,6874
SWEETWATER,12185,6003
TULLAHOMA,22818,6360
WINCHESTER,18242,6427
