city,avgCoveredCharges,averagePayments
BARTLETT,29289,3002
BRISTOL,10643,3009
BROWNSVILLE,6332,3900
CARTHAGE,12473,3656
CHATTANOOGA,17640,3517
CLARKSVILLE,14607,3348
CLEVELAND,17388,3123
COLUMBIA,8289,3334
COOKEVILLE,7435,3263
CROSSVILLE,12004,3144
DYERSBURG,26303,2976
ELIZABETHTON,9200,3125
GALLATIN,14583,3662
HENDERSONVILLE,22104,3860
HERMITAGE,16384,3756
JACKSON,14488,3339
JAMESTOWN,11392,3198
JASPER,15008,3468
JEFFERSON CITY,13810,3337
JOHNSON CITY,16596,3146
KINGSPORT,13538,3153
KNOXVILLE,12657,3163
LA FOLLETTE,13198,2995
LAWRENCEBURG,13517,2987
LEBANON,24443,3362
LENOIR CITY,8064,2756
LIVINGSTON,13649,3112
MARYVILLE,15007,2940
MC KENZIE,15040,2994
MC MINNVILLE,14097,3367
MEMPHIS,20841,3736
MORRISTOWN,11743,3145
MURFREESBORO,12956,3215
NASHVILLE,16758,4083
OAK RIDGE,10605,2835
SELMER,15974,3424
SHELBYVILLE,13352,3114
SMYRNA,12653,3274
TULLAHOMA,15940,3154
UNION CITY,10523,2857
WINCHESTER,12204,3180
