city,avgCoveredCharges,averagePayments
ABERDEEN,14017,7522
AUBURN,27532,8727
BELLEVUE,26254,7253
BELLINGHAM,23961,8071
BREMERTON,29508,7696
BURIEN,22263,7887
CENTRALIA,29782,8250
EDMONDS,32590,8094
EVERETT,12833,7762
FEDERAL WAY,45933,8878
GIG HARBOR,43566,10396
KENNEWICK,24638,7988
KIRKLAND,27902,7692
LAKEWOOD,36449,9528
LONGVIEW,22825,8777
MOSES LAKE,11288,8637
MOUNT VERNON,32003,7940
OLYMPIA,23546,7734
PORT ANGELES,12434,7280
PUYALLUP,30678,7935
RENTON,28299,9275
RICHLAND,17082,7463
SEATTLE,23565,10021
SPOKANE,20203,8232
TACOMA,35276,9345
VANCOUVER,25366,8441
WALLA WALLA,22829,7249
WENATCHEE,22692,8014
YAKIMA,22147,8061
