city,avgCoveredCharges,averagePayments
ABINGTON,92924,13769
ALLENTOWN,85701,15371
ALTOONA,44549,12419
BEAVER,39338,11580
BETHLEHEM,86675,13416
BRISTOL,134412,12136
BRYN MAWR,94502,14502
BUTLER,67048,10834
CAMP HILL,32714,11096
CHAMBERSBURG,47972,13136
COATESVILLE,211082,14375
DANVILLE,74597,17188
DARBY,115634,16093
DOYLESTOWN,65820,11773
DUBOIS,42321,12205
EAST STROUDSBUR,54101,14974
EASTON,145998,13811
ERIE,94388,13965
GREENSBURG,48776,10957
HARRISBURG,45341,14273
HERSHEY,41103,16779
JOHNSTOWN,44054,12086
LANCASTER,63706,12498
LANGHORNE,68089,12521
LEBANON,39050,11359
MC KEESPORT,74411,13754
MEADOWBROOK,146798,13142
MONROEVILLE,38496,10849
NEW CASTLE,39752,11091
NORRISTOWN,107328,13438
PAOLI,81698,13594
PHILADELPHIA,100117,17853
PHOENIXVILLE,222648,16526
PITTSBURGH,55947,12701
READING,60152,13349
SAYRE,31152,12467
SCRANTON,50581,11487
SHARON,47969,11894
STATE COLLEGE,58977,10070
UNIONTOWN,21925,11958
UPLAND,152397,14441
WASHINGTON,38031,11890
WEST CHESTER,39143,12174
WILKES BARRE,93276,12914
WILKES-BARRE,68890,11818
WILLIAMSPORT,43508,11742
WYNNEWOOD,75334,15037
YORK,46306,15133
