city,avgCoveredCharges,averagePayments
ATTLEBORO,12622,6570
AYER,14165,6702
BEVERLY,11506,6995
BOSTON,21176,10187
BRIGHTON,11786,10314
BROCKTON,10595,7777
BURLINGTON,9458,7581
CAMBRIDGE,13080,8437
FALL RIVER,13078,7276
FALMOUTH,8822,6767
FRAMINGHAM,12060,7319
GARDNER,9685,7257
GREENFIELD,14946,6283
HAVERHILL,12037,6291
HOLYOKE,9234,6587
HYANNIS,10647,8321
LAWRENCE,11770,7767
LEOMINSTER,14803,7280
LOWELL,13150,7390
MARLBOROUGH,14313,6270
MELROSE,10126,7225
METHUEN,11428,6929
MILFORD,14358,6557
MILTON,10960,6129
NEEDHAM,12437,6107
NEWBURYPORT,12554,6726
NEWTON,18307,6573
NORTH ADAMS,12592,6263
NORTHAMPTON,11380,5968
NORWOOD,8522,6485
PALMER,12889,6070
PITTSFIELD,11656,7952
PLYMOUTH,8288,6716
QUINCY,12516,6709
SALEM,23547,7290
SOUTH WEYMOUTH,12048,6360
SOUTHBRIDGE,12705,7578
SPRINGFIELD,16070,7948
TAUNTON,8704,6805
W CONCORD,12498,6076
WARE,12225,6395
WESTFIELD,11185,5899
WINCHESTER,8561,6373
WORCESTER,16198,8971
