city,avgCoveredCharges,averagePayments
BECKLEY,13502,6474
BLUEFIELD,11770,6726
BRIDGEPORT,15508,6758
CHARLESTON,15894,6669
ELKINS,11165,6391
FAIRMONT,14239,6080
HUNTINGTON,18839,7984
HURRICANE,11870,5871
LOGAN,18694,9048
MARTINSBURG,12477,7453
MORGANTOWN,24781,8624
NEW MARTINSVILL,11758,5495
PARKERSBURG,18213,5993
POINT PLEASANT,16018,5817
PRINCETON,11881,6206
RONCEVERTE,12091,6935
SOUTH CHARLESTO,11663,6203
SUMMERSVILLE,9270,7076
WEIRTON,8009,5458
WESTON,7782,6476
WHEELING,8691,6215
WILLIAMSON,9156,6826
