city,avgCoveredCharges,averagePayments
BECKLEY,7683,4727
BLUEFIELD,7182,4840
BRIDGEPORT,10566,5083
BUCKHANNON,9246,5077
CHARLESTON,9613,4999
ELKINS,8181,4687
FAIRMONT,9881,4544
GLEN DALE,7257,4468
HUNTINGTON,10746,5769
HURRICANE,12299,4377
LOGAN,13759,5829
MARTINSBURG,11790,5463
MORGANTOWN,11642,5453
NEW MARTINSVILL,14451,5858
PARKERSBURG,11262,4402
POINT PLEASANT,9483,4405
PRINCETON,6912,4253
RIPLEY,9627,4815
RONCEVERTE,9915,5054
SOUTH CHARLESTO,9769,4387
SUMMERSVILLE,8116,5136
WEIRTON,4909,4116
WESTON,5698,4609
WHEELING,9751,4743
WILLIAMSON,7191,5040
