city,avgCoveredCharges,averagePayments
BECKLEY,9719,4238
BLUEFIELD,10163,4235
BRIDGEPORT,10681,4297
BUCKHANNON,9592,4489
CHARLESTON,11499,4472
ELKINS,7343,3970
FAIRMONT,9152,3930
GLEN DALE,8247,3857
HUNTINGTON,11180,5126
HURRICANE,12142,3841
LOGAN,13085,5067
MARTINSBURG,9147,4549
MORGANTOWN,11891,4789
PARKERSBURG,10823,3759
POINT PLEASANT,10666,3993
PRINCETON,8178,4003
RIPLEY,9225,4176
RONCEVERTE,10787,4357
SOUTH CHARLESTO,14046,4030
SUMMERSVILLE,8139,4397
WEIRTON,8625,3539
WELCH,10449,9034
WESTON,8052,3906
WHEELING,12785,4155
WILLIAMSON,12202,4377
