city,avgCoveredCharges,averagePayments
BECKLEY,13941,6816
BLUEFIELD,14474,6987
BRIDGEPORT,13239,7037
CHARLESTON,15003,6918
ELKINS,11119,6284
FAIRMONT,14618,6385
GLEN DALE,11232,6201
HUNTINGTON,18869,8577
HURRICANE,15838,6218
LOGAN,21592,7930
MARTINSBURG,17256,8089
MORGANTOWN,24192,8841
NEW MARTINSVILL,14515,6580
PARKERSBURG,15578,6099
POINT PLEASANT,13080,6028
PRINCETON,14056,6733
RIPLEY,12703,6920
RONCEVERTE,7980,7041
SOUTH CHARLESTO,23470,6732
SUMMERSVILLE,11863,7183
WEIRTON,10102,5987
WELCH,6497,13482
WESTON,13800,6663
WHEELING,12613,6621
WILLIAMSON,11208,7183
