city,avgCoveredCharges,averagePayments
BECKLEY,38605,11863
BLUEFIELD,36922,11934
BRIDGEPORT,24510,12612
BUCKHANNON,23173,13167
CHARLESTON,39363,12599
ELKINS,32297,11600
FAIRMONT,38926,11814
HUNTINGTON,36050,14956
HURRICANE,33307,12300
LOGAN,53123,16494
MARTINSBURG,27352,14166
MORGANTOWN,39469,13828
PARKERSBURG,30631,11099
POINT PLEASANT,39909,11053
PRINCETON,27605,11484
RONCEVERTE,35365,12449
SOUTH CHARLESTO,28342,11592
SUMMERSVILLE,18206,12901
WEIRTON,27713,10470
WESTON,35928,11624
WHEELING,27886,11574
