city,avgCoveredCharges,averagePayments
BULLHEAD CITY,99208,15664
CASA GRANDE,38653,13079
CHANDLER,69017,13407
COTTONWOOD,75726,17856
FLAGSTAFF,75054,21167
FORT MOHAVE,56144,13633
GILBERT,63996,12050
GLENDALE,51042,13482
GOODYEAR,40196,13411
KINGMAN,46463,12823
LAKE HAVASU CIT,49061,11924
MESA,53725,12130
ORO VALLEY,51041,10268
PAYSON,61378,12929
PHOENIX,52954,15054
PRESCOTT,45669,13998
PRESCOTT VALLEY,25800,12097
SCOTTSDALE,52427,11678
SHOW LOW,33480,15794
SIERRA VISTA,39309,13864
SUN CITY,53314,11177
SUN CITY WEST,64931,11794
TUBA CITY,19667,15391
TUCSON,45978,13891
YUMA,44195,13328
