city,avgCoveredCharges,averagePayments
AMORY,23564,6124
BAY SAINT LOUIS,26891,7479
BILOXI,53131,7090
BOONEVILLE,22593,7195
CLARKSDALE,41429,8589
CLEVELAND,29868,5883
COLUMBUS,17464,6694
CORINTH,27956,6458
GREENVILLE,24832,7625
GREENWOOD,24090,7326
GRENADA,17952,6332
GULFPORT,43802,6743
HATTIESBURG,26078,6922
HOLLY SPRINGS,14926,7697
INDIANOLA,8517,6859
JACKSON,34012,7335
LAUREL,23032,6608
LUCEDALE,7643,6474
MCCOMB,13760,6916
MERIDIAN,22452,6595
NATCHEZ,44909,6302
NEW ALBANY,25308,6709
OXFORD,24916,6772
PASCAGOULA,24533,6496
PHILADELPHIA,13668,7059
PICAYUNE,21162,7059
RIPLEY,7706,7118
SOUTHAVEN,19702,6863
STARKVILLE,18398,6649
TUPELO,21888,6982
VICKSBURG,40658,7272
WEST POINT,12941,6852
