city,avgCoveredCharges,averagePayments
ABINGDON,13367,3695
ALEXANDRIA,13206,4197
ARLINGTON,9164,4450
BEDFORD,11208,4003
BIG STONE GAP,11176,3967
BLACKSBURG,11592,4063
CHARLOTTESVILLE,13290,5557
CHESAPEAKE,10498,3812
CHRISTIANSBURG,10127,3812
CULPEPER,13797,4234
DANVILLE,10804,4009
EMPORIA,25153,3888
FAIRFAX,11428,4444
FALLS CHURCH,12985,5291
FARMVILLE,9009,3852
FISHERSVILLE,8450,4495
FRANKLIN,16673,4425
FREDERICKSBURG,20277,4457
FRONT ROYAL,7165,5212
GALAX,9748,4063
GLOUCESTER,9308,3604
GRUNDY,10574,4452
HALIFAX,10950,4467
HAMPTON,14724,3858
HARRISONBURG,8726,4373
HOPEWELL,25018,3933
KILMARNOCK,14174,4808
LEBANON,12323,3960
LEESBURG,13737,4618
LOW MOOR,11916,4210
LYNCHBURG,8769,4226
MANASSAS,8474,4407
MARION,9535,3803
MARTINSVILLE,12080,3921
MECHANICSVILLE,15864,4174
MIDLOTHIAN,19779,4780
NASSAWADOX,11687,3798
NEWPORT NEWS,11698,5458
NORFOLK,13776,4718
NORTON,13342,3876
PENNINGTON GAP,7830,4015
PETERSBURG,30068,4216
PORTSMOUTH,12972,4237
PULASKI,15123,3927
RESTON,17066,4245
RICHLANDS,17743,3995
RICHMOND,22739,4980
ROANOKE,11447,4718
ROCKY MOUNT,9048,4507
SALEM,14584,3767
SOUTH HILL,13184,3712
STAFFORD,17163,4035
SUFFOLK,12438,3906
TAPPAHANNOCK,11815,4509
VIRGINIA BEACH,14320,3983
WARRENTON,14284,4080
WILLIAMSBURG,13787,4464
WINCHESTER,6883,4305
WOODBRIDGE,14011,5272
WYTHEVILLE,9449,4240
