city,avgCoveredCharges,averagePayments
ABINGDON,28261,7911
ALEXANDRIA,23765,9159
ARLINGTON,18902,9133
BEDFORD,25067,7868
BIG STONE GAP,21621,7650
BLACKSBURG,30901,8675
CHARLOTTESVILLE,27409,11322
CHESAPEAKE,22968,8252
CHRISTIANSBURG,21730,8399
CULPEPER,31490,11732
DANVILLE,24583,8436
EMPORIA,39452,7961
FAIRFAX,20486,8860
FALLS CHURCH,24732,11367
FARMVILLE,21482,7948
FISHERSVILLE,12518,8628
FRANKLIN,44257,9265
FREDERICKSBURG,25819,8384
FRONT ROYAL,12998,10405
GALAX,22492,8233
GLOUCESTER,19163,7632
GRUNDY,23561,10880
HALIFAX,16251,8514
HAMPTON,28173,8464
HARRISONBURG,16795,9090
HOPEWELL,64815,8363
KILMARNOCK,18115,9006
LEBANON,37384,8400
LEESBURG,28705,9494
LOW MOOR,30962,8154
LYNCHBURG,19388,8498
MANASSAS,18678,9056
MARION,20095,7641
MARTINSVILLE,33038,9571
MECHANICSVILLE,30021,8579
MIDLOTHIAN,31401,8974
NASSAWADOX,19034,7773
NEWPORT NEWS,23485,9446
NORFOLK,25407,9180
NORTON,28379,8342
PENNINGTON GAP,19628,8992
PETERSBURG,64911,8913
PORTSMOUTH,19855,8730
PULASKI,23045,8578
RESTON,44513,8466
RICHLANDS,31250,8950
RICHMOND,42063,10518
ROANOKE,22563,9979
ROCKY MOUNT,21966,9157
SALEM,31314,7824
SOUTH HILL,23319,8043
STAFFORD,26324,8074
SUFFOLK,25364,7957
VIRGINIA BEACH,33418,8438
WARRENTON,24801,8796
WILLIAMSBURG,25323,9284
WINCHESTER,20212,10148
WOODBRIDGE,22134,9255
WYTHEVILLE,17000,8493
