city,avgCoveredCharges,averagePayments
ABINGDON,36399,8693
ALEXANDRIA,27791,9210
ARLINGTON,18302,9398
BEDFORD,16201,7106
BIG STONE GAP,19698,8149
BLACKSBURG,17567,8134
CHARLOTTESVILLE,24665,11220
CHESAPEAKE,18724,8196
CHRISTIANSBURG,22697,8184
CULPEPER,19341,9060
DANVILLE,27108,8738
EMPORIA,41685,8258
FAIRFAX,21128,8659
FALLS CHURCH,25801,11467
FARMVILLE,17668,7740
FISHERSVILLE,13127,8778
FRANKLIN,38984,9411
FREDERICKSBURG,26151,8802
FRONT ROYAL,12695,10220
GALAX,18974,8649
GLOUCESTER,20622,7407
GRUNDY,17274,10123
HALIFAX,17682,8738
HAMPTON,25970,8820
HARRISONBURG,17881,9184
HOPEWELL,67193,9927
KILMARNOCK,15381,8406
LEBANON,30820,8210
LEESBURG,22235,9472
LOW MOOR,27870,8685
LYNCHBURG,17764,8889
MANASSAS,23361,10241
MARION,23712,8040
MARTINSVILLE,27073,8406
MECHANICSVILLE,28138,8809
MIDLOTHIAN,23099,8875
NASSAWADOX,19568,8294
NEWPORT NEWS,21131,9583
NORFOLK,29562,10251
NORTON,22722,8106
PENNINGTON GAP,18470,8069
PETERSBURG,66064,9322
PORTSMOUTH,19152,8949
PULASKI,16918,7898
RESTON,31069,8987
RICHLANDS,25394,7698
RICHMOND,44607,10953
ROANOKE,24046,10362
ROCKY MOUNT,13778,8846
SALEM,28049,7950
SOUTH HILL,21498,8084
STAFFORD,31598,11357
SUFFOLK,24830,8942
TAPPAHANNOCK,22604,9395
VIRGINIA BEACH,30539,8056
WARRENTON,24530,8989
WILLIAMSBURG,23140,7937
WINCHESTER,18288,9080
WOODBRIDGE,23601,10479
WYTHEVILLE,20083,8767
