city,avgCoveredCharges,averagePayments
CHARLOTTESVILLE,43558,16588
FALLS CHURCH,54546,17465
FISHERSVILLE,27264,11208
FREDERICKSBURG,44480,12994
HALIFAX,30438,11766
HAMPTON,40217,10339
HARRISONBURG,24036,12772
LYNCHBURG,26611,12178
MARTINSVILLE,35777,14142
MECHANICSVILLE,55548,11671
MIDLOTHIAN,66886,13304
NEWPORT NEWS,36641,12959
NORFOLK,54237,17151
PETERSBURG,67703,12008
PORTSMOUTH,29976,12265
RICHMOND,82149,17652
ROANOKE,42469,14330
SALEM,52419,10480
SUFFOLK,42038,11008
VIRGINIA BEACH,49717,12172
WILLIAMSBURG,46454,11422
WINCHESTER,30569,13032
