city,avgCoveredCharges,averagePayments
BRIDGEPORT,36081,12828
BRISTOL,18015,8661
DANBURY,23796,11184
DERBY,22482,11099
FARMINGTON,24896,15171
GREENWICH,42665,10553
HARTFORD,27358,12390
MANCHESTER,22353,9259
MERIDEN,25874,9940
MIDDLETOWN,34028,9733
NEW BRITAIN,22922,10096
NEW HAVEN,42238,13485
NEW LONDON,17058,9880
NEW MILFORD,23149,9507
NORWALK,42514,12067
NORWICH,21204,13470
ROCKVILLE,27625,9758
STAFFORD SPRING,24508,9681
STAMFORD,45980,11533
TORRINGTON,12767,9208
WALLINGFORD,7211,8678
WATERBURY,18161,11274
WEST HARTFORD,10950,8696
WILLIMANTIC,15431,12409
