city,avgCoveredCharges,averagePayments
BRIDGEPORT,23116,7341
BRISTOL,17565,5397
DANBURY,13082,6597
DERBY,25304,6601
FARMINGTON,16987,9849
GREENWICH,26136,6035
HARTFORD,20491,7424
MANCHESTER,16586,5357
MERIDEN,17874,5706
MIDDLETOWN,30812,6142
MILFORD,15999,5502
NEW BRITAIN,17489,6330
NEW HAVEN,25719,8364
NEW LONDON,15057,6087
NEW MILFORD,18418,5978
NORWALK,26119,6813
NORWICH,13223,5644
PUTNAM,10741,5390
ROCKVILLE,15788,5637
SHARON,15731,7467
STAFFORD SPRING,17464,5669
STAMFORD,27698,6719
TORRINGTON,8769,5672
WATERBURY,18942,6951
WILLIMANTIC,14775,7400
