city,avgCoveredCharges,averagePayments
ADRIAN,15970,4293
ALMA,8866,6118
ALPENA,13839,4973
ANN ARBOR,13024,6261
BATTLE CREEK,8965,4551
BAY CITY,12365,4139
CADILLAC,8562,4210
CARSON CITY,8307,5333
CHELSEA,7691,4476
CLARE,8310,3994
CLINTON TOWNSHI,8952,4492
COLDWATER,10477,4652
COMMERCE TOWNSH,12269,4545
DEARBORN,12622,5257
DETROIT,12857,6675
EAST CHINA,8164,4013
ESCANABA,12960,4847
FARMINGTON HILL,10995,6032
FLINT,14723,6181
FREMONT,9641,4389
GARDEN CITY,9393,5377
GAYLORD,10771,4895
GRAND BLANC,17303,5682
GRAND RAPIDS,8472,5354
GRAYLING,9875,4991
GREENVILLE,8892,4479
GROSSE POINTE,11620,4432
HASTINGS,11277,4340
HILLSDALE,12224,4796
HOWELL,12680,4820
IRON MOUNTAIN,13907,4212
JACKSON,17824,4353
KALAMAZOO,12372,5318
LANSING,15232,5208
LAPEER,13344,4137
LIVONIA,10049,4201
LUDINGTON,13572,5276
MARSHALL,16483,4239
MIDLAND,10090,4903
MONROE,10721,4524
MOUNT CLEMENS,9379,4929
MOUNT PLEASANT,12179,4038
MUSKEGON,7597,4622
OWOSSO,17597,4514
PETOSKEY,10547,4763
PONTIAC,9630,5624
PORT HURON,10732,4207
ROCHESTER,15040,4575
ROYAL OAK,15899,5402
SAGINAW,14356,4676
SAULT SAINTE MA,7926,5572
SOUTH HAVEN,11641,5550
SOUTHFIELD,16170,5453
ST JOSEPH,8020,4480
STURGIS,9107,4879
TAWAS CITY,4740,3988
TAYLOR,11732,4385
THREE RIVERS,9604,4711
TRAVERSE CITY,14008,5014
TRENTON,13198,4799
TROY,17294,4532
W BLOOMFIELD,11603,3765
WARREN,11993,4873
WATERVLIET,10171,5882
WAYNE,11295,4689
WEST BRANCH,7960,4318
WYANDOTTE,9872,4545
