city,avgCoveredCharges,averagePayments
ADRIAN,23893,7997
ALMA,13802,11304
ALPENA,26401,10045
ANN ARBOR,36667,13717
BAD AXE,8241,9370
BATTLE CREEK,17083,9166
BAY CITY,27066,8570
BIG RAPIDS,9256,8888
CADILLAC,13767,8111
CARSON CITY,10280,10391
CHELSEA,15904,8299
CLARE,16919,7719
CLINTON TOWNSHI,17887,9026
COLDWATER,19841,8847
COMMERCE TOWNSH,29676,9853
DEARBORN,30724,10891
DETROIT,27433,14154
EAST CHINA,17133,8183
ESCANABA,24295,10124
FARMINGTON HILL,22872,12076
FLINT,28769,12782
FREMONT,13499,8974
GARDEN CITY,23129,11102
GRAND BLANC,25895,11358
GRAND RAPIDS,16575,10892
GRAYLING,14947,8525
GREENVILLE,15142,8622
GROSSE POINTE,20092,9038
HANCOCK,13762,10367
HASTINGS,22049,9192
HILLSDALE,20292,8703
HOLLAND,13811,8442
HOWELL,19135,9593
IRON MOUNTAIN,19349,8250
JACKSON,28376,8788
KALAMAZOO,27647,10889
LANSING,35644,11428
LAPEER,29276,8779
LIVONIA,18869,8589
LUDINGTON,18155,9462
MARQUETTE,14993,10164
MARSHALL,26005,8677
MIDLAND,23495,10074
MONROE,25473,9243
MOUNT CLEMENS,18017,9508
MOUNT PLEASANT,18652,7834
MUSKEGON,14569,9170
OWOSSO,27371,8747
PETOSKEY,19444,9565
PONTIAC,19597,12058
PORT HURON,19880,8457
ROCHESTER,39017,9880
ROYAL OAK,41266,11840
SAGINAW,27034,9352
SAULT SAINTE MA,14908,11369
SOUTHFIELD,27035,10998
ST JOSEPH,15696,9189
STURGIS,11579,8800
TAWAS CITY,11009,8603
TAYLOR,27404,9008
THREE RIVERS,14886,9337
TRAVERSE CITY,31843,11119
TRENTON,33913,10131
TROY,36414,9165
W BLOOMFIELD,29234,8105
WARREN,29937,9958
WAYNE,21880,9372
WEST BRANCH,12182,8477
WYANDOTTE,22859,9372
WYOMING,20289,10800
ZEELAND,17341,7921
