city,avgCoveredCharges,averagePayments
ABILENE,13779,3352
AMARILLO,14373,3748
ARLINGTON,21361,3839
ATHENS,24127,3788
AUSTIN,20737,4139
BAYTOWN,33861,4201
BEAUMONT,16842,3538
BEDFORD,19844,3429
BROWNSVILLE,26326,4874
BROWNWOOD,17542,3358
BRYAN,17547,3865
CLARKSVILLE,14307,3400
COLLEGE STATION,20525,3815
CONROE,31246,3883
CORPUS CHRISTI,23725,3886
CORSICANA,12890,3699
DALLAS,22397,4375
DENTON,26258,3684
EAGLE PASS,19392,3387
EDINBURG,20905,5006
EL PASO,35974,4353
FORT WORTH,20974,4095
GRAPEVINE,14974,3336
HAMILTON,5885,3334
HARLINGEN,17007,4641
HOUSTON,26669,4752
HUMBLE,16494,4181
HUNTSVILLE,21326,3990
IRVING,16100,3795
KATY,13748,3934
KILLEEN,16490,3685
KINGSVILLE,24062,3390
KINGWOOD,33205,4047
KYLE,28732,4664
LAREDO,18477,4420
LEWISVILLE,18172,3653
LONGVIEW,18472,3609
LUBBOCK,23835,3945
LUFKIN,14809,3897
MCALLEN,26743,4649
MCKINNEY,26087,3662
MESQUITE,20130,3922
MIDLAND,14442,3997
MISSION,13822,4799
MOUNT PLEASANT,12139,4135
NACOGDOCHES,14540,3451
NORTH RICHLAND,36872,3340
ODESSA,13636,4213
PASADENA,30524,4316
PLANO,24339,3657
RICHMOND,17398,4010
ROUND ROCK,18241,3523
SAN ANGELO,13244,3461
SAN ANTONIO,20993,4438
SHERMAN,14880,3480
SUNNYVALE,20294,5926
TEMPLE,15779,4457
TERRELL,8545,3686
TOMBALL,24290,3535
TYLER,34745,3434
UVALDE,11395,4620
WACO,13092,3374
WEATHERFORD,11195,3450
WEBSTER,28839,3793
WESLACO,13706,4160
WICHITA FALLS,16423,4061
