city,avgCoveredCharges,averagePayments
ABILENE,27743,4594
AMARILLO,22978,5154
ARLINGTON,32738,5306
AUSTIN,28300,5130
BAYTOWN,39954,5803
BEAUMONT,22166,4796
BEDFORD,22649,4708
BROWNSVILLE,53267,6720
BRYAN,22746,5238
CARROLLTON,19883,5450
CONROE,39722,5574
CORPUS CHRISTI,30425,5337
CYPRESS,57744,4681
DALLAS,28073,6327
DENTON,24592,4939
EDINBURG,35062,6845
EL PASO,39368,5568
ENNIS,22392,5694
FORT STOCKTON,12604,5818
FORT WORTH,25696,5984
GARLAND,17542,5517
GRAPEVINE,22306,4580
GREENVILLE,16249,5251
HAMILTON,4880,4418
HARLINGEN,24134,6119
HOUSTON,33982,6423
HUMBLE,19889,5375
IRVING,21530,5204
KATY,21639,5172
KERRVILLE,13725,4956
KILLEEN,17516,4976
KINGWOOD,45092,5356
KYLE,32593,6412
LAREDO,26457,6037
LEWISVILLE,23939,4992
LONGVIEW,23774,5001
LUBBOCK,36099,6606
MCALLEN,37398,6379
MESQUITE,27781,5034
MIDLAND,20465,4947
MISSION,20619,6580
NACOGDOCHES,19351,4998
NORTH RICHLAND,22954,4585
ODESSA,19678,5776
PASADENA,36619,5614
PLANO,28513,4953
RIO GRANDE CITY,5962,5222
ROUND ROCK,39781,5097
SAN ANTONIO,28780,6306
SUGAR LAND,33673,4910
TEMPLE,17074,6344
TEXARKANA,26431,4605
TEXAS CITY,49563,5172
TYLER,37461,4664
VICTORIA,24889,4697
WACO,19694,4680
WEBSTER,41944,5176
WESLACO,19062,5914
WICHITA FALLS,27623,6035
