city,avgCoveredCharges,averagePayments
ALBANY,52979,12153
BAY SHORE,36985,14032
BRONX,43716,21130
BROOKLYN,45011,20673
BUFFALO,34501,12324
COOPERSTOWN,31729,15700
ELMHURST,19440,22690
ELMIRA,27888,12556
HUNTINGTON,81327,12313
ITHACA,37496,11904
JOHNSON CITY,33745,11557
MANHASSET,51512,16925
MIDDLETOWN,70223,13172
MINEOLA,54741,15734
NEW HYDE PARK,51412,19506
NEW YORK,47712,18190
NEWBURGH,58449,13278
OCEANSIDE,52349,14516
PLATTSBURGH,44447,14658
POUGHKEEPSIE,57840,12406
ROCHESTER,27702,12870
ROSLYN,64073,12811
SCHENECTADY,45750,10695
STATEN ISLAND,54037,16392
STONY BROOK,50591,17470
SUFFERN,93406,15773
SYRACUSE,32545,13376
UTICA,32401,10379
VALHALLA,67770,19224
WEST ISLIP,66821,13284
WHITE PLAINS,60365,12164
