city,avgCoveredCharges,averagePayments
ALBANY,14694,4384
AMSTERDAM,9778,3815
AUBURN,12546,4358
BAY SHORE,21548,5637
BETHPAGE,19596,4546
BINGHAMTON,6080,3866
BRONX,15882,8883
BRONXVILLE,14690,4773
BROOKLYN,15714,8306
BUFFALO,9926,5000
CANANDAIGUA,8834,3511
CARMEL,20944,4652
CARTHAGE,10778,4914
CLIFTON SPRINGS,5710,3807
COBLESKILL,7896,5295
COOPERSTOWN,8925,6104
CORNING,9573,3910
CORTLAND,7391,4219
CORTLANDT MANOR,21064,4820
DANSVILLE,7331,4205
EAST MEADOW,16991,8249
ELMHURST,12134,9047
ELMIRA,12054,4186
FAR ROCKAWAY,17855,7741
FLUSHING,17431,7303
FOREST HILLS,14133,5810
GENEVA,5506,3933
GLEN COVE,23051,5091
GLENS FALLS,8814,3855
GLOVERSVILLE,14970,4298
GREENPORT,16212,5368
HARRIS,12829,4631
HUDSON,9680,4135
HUNTINGTON,18454,4866
ITHACA,6706,4087
JAMAICA,10239,8427
JAMESTOWN,7879,3754
JOHNSON CITY,10640,4421
KENMORE,8217,3676
KINGSTON,17348,5049
LEWISTON,9239,4316
LOCKPORT,8250,4479
LONG BEACH,14070,5704
MALONE,5094,4241
MANHASSET,29812,6837
MASSENA,7630,4765
MEDINA,6976,4325
MIDDLETOWN,25829,5107
MINEOLA,31807,6933
MOUNT KISCO,14500,4653
MOUNT VERNON,16597,6877
NEW HYDE PARK,29166,7760
NEW ROCHELLE,11230,7012
NEW YORK,20832,8175
NEWARK,8098,3680
NEWBURGH,22331,4895
NIAGARA FALLS,9557,5009
NORWICH,11543,4926
NYACK,24874,5170
OCEANSIDE,18979,4919
OGDENSBURG,8370,4187
OLEAN,5616,3774
ONEIDA,9947,4387
ONEONTA,6868,3952
OSWEGO,11775,4498
PATCHOGUE,29926,5198
PLAINVIEW,20690,5607
PLATTSBURGH,11655,5633
PORT JEFFERSON,25789,5062
PORT JERVIS,24650,5382
POTSDAM,8224,4542
POUGHKEEPSIE,20173,4835
RHINEBECK,15723,4579
RIVERHEAD,17337,4906
ROCHESTER,7877,4636
ROCKVILLE CENTR,17996,5487
ROME,14824,4133
ROSLYN,21597,4933
SARANAC LAKE,9877,4753
SARATOGA SPRING,14161,3618
SCHENECTADY,11673,4218
SLEEPY HOLLOW,20139,5789
SMITHTOWN,32180,5008
SOUTHAMPTON,19734,5720
SPRINGVILLE,5966,3731
STATEN ISLAND,22213,6776
STONY BROOK,17343,6949
SUFFERN,24386,5302
SYRACUSE,11845,5264
TROY,12192,3848
UTICA,12042,4077
VALHALLA,47648,9107
VALLEY STREAM,19873,4818
WARWICK,16125,4579
WATERTOWN,15011,6241
WELLSVILLE,5759,4046
WEST ISLIP,27994,5535
WHITE PLAINS,13881,4602
YONKERS,13206,6317
